"TIME","Butterworth2","Bessel2","Chebychev2","Butterworth3","Bessel3","Chebychev3","Vin"
0,-0.00500224,-0.00500231,-0.00500284,0.153268,0.153904,0.439577,0
2e-005,0.000250072,0.000306747,0.000378569,0.158081,0.158897,0.443645,0.00628304
2.178833727e-005,0.000712737,0.000774945,0.000853739,0.158512,0.159343,0.444009,0.00684485
2.536501182e-005,0.00161894,0.00169334,0.00178699,0.159337,0.160206,0.444679,0.00796847
3.25183609e-005,0.00334125,0.00344567,0.00357056,0.160867,0.161827,0.445851,0.0102157
4.682505908e-005,0.0064304,0.00661968,0.00679148,0.163457,0.164658,0.447603,0.0147102
7.543845543e-005,0.0113133,0.0117771,0.011846,0.166988,0.168873,0.449347,0.0236992
0.0001071603031,0.0149616,0.0158885,0.0153715,0.168759,0.171643,0.449393,0.0336646
0.0001443543475,0.0172962,0.0189498,0.0169958,0.168647,0.172893,0.447927,0.0453492
0.0001847775442,0.0179806,0.020587,0.0162117,0.166656,0.172444,0.445344,0.0580483
0.0002315220888,0.0170542,0.0208654,0.0129171,0.162933,0.170356,0.44187,0.0727303
0.0003037473495,0.0135745,0.0191663,0.00545405,0.156304,0.165471,0.436799,0.0954157
0.0003732967774,0.00918166,0.0161383,-0.001966,0.150479,0.160146,0.433122,0.117261
0.0004571050486,0.00395027,0.0118588,-0.0085938,0.145555,0.154245,0.43096,0.143584
0.0005366196229,-0.000196682,0.0078667,-0.0115779,0.14337,0.149829,0.431251,0.168548
0.000610597889,-0.00306034,0.00456526,-0.0116546,0.143303,0.146978,0.433204,0.191774
0.0006864495319,-0.00499183,0.00175313,-0.00991058,0.14467,0.145285,0.436222,0.215588
0.0007727564524,-0.00616458,-0.000717536,-0.00711361,0.147159,0.144627,0.43988,0.242668
0.0008971281853,-0.00661745,-0.003114,-0.00395773,0.150873,0.145284,0.443653,0.281692
0.001031345323,-0.00628476,-0.00455114,-0.0027828,0.153783,0.147129,0.444654,0.323768
0.001173991509,-0.00568761,-0.00523541,-0.00344456,0.15517,0.149434,0.442801,0.368486
0.001342636314,-0.00514727,-0.00545467,-0.00484772,0.155096,0.151778,0.439369,0.421276
0.001522577487,-0.00489009,-0.00539525,-0.00564265,0.154149,0.153446,0.437103,0.477603
0.001742205319,-0.00487036,-0.00524417,-0.0055246,0.153149,0.154397,0.437444,0.546238
0.002001330529,-0.00497711,-0.005123,-0.00503335,0.152777,0.154571,0.439599,0.627081
0.002279872125,-0.00506771,-0.00507971,-0.00486103,0.152977,0.15431,0.440756,0.713796
0.002650875407,-0.00510367,-0.00509161,-0.00499017,0.153294,0.153962,0.440061,0.828952
0.003044651706,-0.0051014,-0.00512598,-0.00508646,0.153365,0.153812,0.43922,0.950682
0.003689169691,-0.00510471,-0.0051682,-0.00507394,0.153281,0.153825,0.439379,1.14864
0.004369893203,-0.00512618,-0.00520318,-0.00506454,0.153244,0.153883,0.439675,1.35566
0.005715071959,-0.00516382,-0.00525881,-0.00508698,0.153254,0.153906,0.439621,1.75711
0.007241650025,-0.00521075,-0.00533284,-0.00511372,0.153265,0.153902,0.43956,2.19734
0.009241650025,-0.00526599,-0.00542352,-0.00514134,0.153265,0.153897,0.439562,2.74292
0.01124165003,-0.00532308,-0.00551576,-0.00517108,0.153266,0.153891,0.439563,3.24525
0.01324165003,-0.00537165,-0.00559541,-0.0051958,0.153266,0.153893,0.439565,3.69639
0.01524165003,-0.0054112,-0.00566045,-0.00521595,0.153266,0.153895,0.439567,4.08924
0.01724165003,-0.00544488,-0.00571547,-0.00523324,0.153267,0.153897,0.439568,4.4176
0.01924165003,-0.00547191,-0.00575987,-0.005247,0.153267,0.153899,0.43957,4.67629
0.02124165003,-0.00549153,-0.0057924,-0.00525688,0.153268,0.1539,0.439571,4.86124
0.02324165003,-0.00550342,-0.00581244,-0.00526276,0.153268,0.153902,0.439573,4.96952
0.02524165003,-0.00550741,-0.0058197,-0.00526454,0.153268,0.153904,0.439575,4.99942
0.02724165003,-0.00550342,-0.00581407,-0.0052622,0.153269,0.153906,0.439576,4.95049
0.02924165003,-0.00549154,-0.00579564,-0.00525576,0.153269,0.153907,0.439578,4.82348
0.03124165003,-0.00547194,-0.0057647,-0.00524533,0.153269,0.153909,0.439578,4.6204
0.03324165003,-0.00544493,-0.00572173,-0.00523108,0.15327,0.153911,0.439578,4.34446
0.03524165003,-0.00541093,-0.00566742,-0.00521323,0.15327,0.153911,0.439578,4
0.03724165003,-0.0053705,-0.00560262,-0.00519206,0.153271,0.153912,0.439578,3.59246
0.03924165003,-0.00532425,-0.00552834,-0.00516791,0.153271,0.153913,0.439578,3.12826
0.04124165003,-0.00527293,-0.00544578,-0.00514116,0.153271,0.153913,0.439578,2.61473
0.04324165003,-0.00521734,-0.00535622,-0.00511222,0.153272,0.153914,0.439578,2.05996
0.04524165003,-0.00515835,-0.00526108,-0.00508156,0.153272,0.153915,0.439578,1.47271
0.04724165003,-0.00509691,-0.00516186,-0.00504928,0.153272,0.153915,0.439579,0.86223
0.04924165003,-0.0050338,-0.00505975,-0.00501701,0.153273,0.153916,0.439579,0.238153
0.05124165003,-0.00497069,-0.00495764,-0.00498429,0.153273,0.153916,0.439579,-0.38968
0.05324165003,-0.00490759,-0.00485553,-0.00495158,0.153273,0.153917,0.439579,-1.01137
0.05524165003,-0.00484614,-0.0047559,-0.00491981,0.153272,0.153918,0.439579,-1.61711
0.05724165003,-0.00478715,-0.00466015,-0.00488936,0.153272,0.153916,0.439578,-2.19734
0.05924165003,-0.00473156,-0.00456981,-0.0048607,0.153271,0.153915,0.439578,-2.74292
0.06124165003,-0.00468024,-0.00448629,-0.00483427,0.153271,0.153914,0.439578,-3.24525
0.06324165003,-0.00463399,-0.00441089,-0.00481051,0.153271,0.153912,0.439578,-3.69639
0.06524165003,-0.00459355,-0.00434483,-0.00478978,0.15327,0.153911,0.439578,-4.08924
0.06724165003,-0.00455956,-0.00428915,-0.00477241,0.15327,0.15391,0.439578,-4.4176
0.06924165003,-0.00453254,-0.00424471,-0.00475867,0.153269,0.153908,0.439578,-4.67629
0.07124165003,-0.00451294,-0.0042122,-0.00474879,0.153269,0.153907,0.439578,-4.86124
0.07324165003,-0.00450105,-0.00419216,-0.00474291,0.153269,0.153905,0.439578,-4.96952
0.07524165003,-0.00449706,-0.00418491,-0.00474113,0.153268,0.153904,0.439577,-4.99942
0.07724165003,-0.00450105,-0.00419054,-0.00474348,0.153268,0.153903,0.439577,-4.95049
0.07924165003,-0.00451293,-0.00420896,-0.00474991,0.153267,0.153902,0.439577,-4.82348
0.08124165003,-0.00453253,-0.0042399,-0.00476034,0.153267,0.1539,0.439577,-4.6204
0.08324165003,-0.00455954,-0.00428288,-0.00477459,0.153266,0.153899,0.439577,-4.34446
0.08524165003,-0.00459354,-0.0043372,-0.00479244,0.153266,0.153898,0.439577,-4
0.08724165003,-0.00463397,-0.00440199,-0.00481361,0.153265,0.153897,0.439577,-3.59246
0.08924165003,-0.00468022,-0.00447626,-0.00483776,0.153265,0.153896,0.439577,-3.12826
0.09124165003,-0.00473154,-0.00455883,-0.00486452,0.153264,0.153895,0.439577,-2.61473
0.09324165003,-0.00478713,-0.0046484,-0.00489345,0.153264,0.153894,0.439576,-2.05996
0.09524165003,-0.00484612,-0.00474353,-0.00492411,0.153263,0.153893,0.439576,-1.47271
0.09724165003,-0.00490756,-0.00484274,-0.00495639,0.15326,0.153891,0.439575,-0.86223
0.09924165003,-0.0049705,-0.00494449,-0.00498866,0.153256,0.15389,0.439574,-0.238153
0.1,-0.00503034,-0.00503265,-0.00502381,0.153255,0.153874,0.439573,-1.22465e-015
