"TIME","Butterworth2","Bessel2","Chebychev2","Butterworth3","Bessel3","Chebychev3","Vin"
9.3744758e-005,-1.6875,-1.66747,-1.996,-1.35545,-1.42205,-0.10817,-1.91494
9.707809133e-005,-0.645925,-0.630455,-0.949929,-0.305969,-0.380652,0.90282,-0.912797
0.0001004114247,0.405681,0.417737,0.114056,0.743135,0.665769,1.88008,0.129238
0.000103744758,1.42175,1.43165,1.14971,1.7466,1.67194,2.78165,1.16563
0.0001070780913,2.35825,2.36732,2.11206,2.66115,2.59435,3.56886,2.15107
0.0001104114247,3.17463,3.1842,2.95933,3.44743,3.39315,4.208,3.0425
0.000113744758,3.83558,3.84691,3.65479,4.07169,4.03393,4.67186,3.80096
0.0001170780913,4.31259,4.32683,4.16836,4.50727,4.48918,4.94082,4.3933
0.0001204114247,4.58517,4.60329,4.47792,4.73577,4.73951,5.00382,4.79363
0.000123744758,4.64178,4.66455,4.57027,4.74783,4.77449,4.8587,4.98446
0.0001270780913,4.48029,4.50824,4.44173,4.54353,4.59307,4.51239,4.95744
0.0001304114247,4.10812,4.14149,4.09827,4.13238,4.20362,3.98057,4.71376
0.000133744758,3.5419,3.58065,3.55528,3.53287,3.6236,3.28697,4.26406
0.0001370780913,2.80671,2.85054,2.83687,2.77175,2.87874,2.46236,3.62801
0.0001404114247,1.93503,1.98335,1.97481,1.88276,2.00199,1.54322,2.83339
0.000143744758,0.965317,1.01728,1.00719,0.905264,1.03204,0.570138,1.91494
0.0001470780913,-0.0597281,-0.00515636,-0.0233103,-0.117523,0.0116541,-0.413946,0.912797
0.0001504114247,-1.09497,-1.039,-1.07124,-1.14041,-1.01419,-1.36563,-0.129238
0.000153744758,-2.09483,-2.03878,-2.09038,-2.11822,-2.0003,-2.24295,-1.16563
0.0001570780913,-3.0153,-2.96054,-3.03578,-3.00771,-2.90319,-3.00719,-2.15107
0.0001604114247,-3.81583,-3.76373,-3.86569,-3.76955,-3.68306,-3.62458,-3.0425
0.000163744758,-4.46111,-4.41298,-4.54342,-4.36997,-4.30545,-4.06781,-3.80096
0.0001670780913,-4.92265,-4.87968,-5.03892,-4.78227,-4.74282,-4.31716,-4.3933
0.0001704114247,-5.17997,-5.14317,-5.3301,-4.98798,-4.9757,-4.36139,-4.79363
0.000173744758,-5.22152,-5.19169,-5.40379,-4.97763,-4.99356,-4.19823,-4.98446
0.0001770780913,-5.04518,-5.02287,-5.25633,-4.7512,-4.79526,-3.83445,-4.95744
0.0001804114247,-4.65839,-4.64386,-4.89371,-4.31814,-4.38909,-3.28564,-4.71376
0.000183744758,-4.07774,-4.07098,-4.33135,-3.6969,-3.79246,-2.57545,-4.26406
0.0001870780913,-3.32832,-3.32904,-3.59335,-2.91422,-3.03112,-1.73465,-3.62801
0.0001904114247,-2.44262,-2.45024,-2.71153,-2.00391,-2.13803,-0.79973,-2.83339
0.000193744758,-1.45906,-1.47275,-1.72395,-1.00537,-1.15196,0.188674,-1.91494
0.0001970780913,-0.420344,-0.439079,-0.673342,0.0380815,-0.115755,1.18758,-0.912797
0.0002004114247,0.628386,0.605814,0.394849,1.08119,0.92555,2.15352,0.129238
0.000203744758,1.64156,1.61647,1.43439,2.07869,1.92668,3.0445,1.16563
0.0002070780913,2.57516,2.54893,2.40029,2.98731,2.84411,3.82178,2.15107
0.0002104114247,3.38864,3.36263,3.25079,3.76769,3.63802,4.45161,3.0425
0.000213744758,4.04667,4.02221,3.94917,4.38608,4.27397,4.90673,3.80096
0.0002170780913,4.52076,4.49904,4.46535,4.81582,4.72447,5.16749,4.3933
0.0002204114247,4.79042,4.77246,4.77721,5.03853,4.97012,5.22277,4.79363
0.000223744758,4.84409,4.83071,4.87157,5.04483,5.00048,5.07039,4.98446
0.0002270780913,4.67967,4.67142,4.74474,4.83482,4.81452,4.71724,4.95744
0.0002304114247,4.30457,4.30175,4.4027,4.41798,4.4206,4.17896,4.71376
0.000233744758,3.73541,3.73802,3.86084,3.81283,3.83616,3.47926,4.26406
0.0002370780913,2.99729,3.00506,3.14327,3.04609,3.08696,2.64888,3.62801
0.0002404114247,2.12269,2.13506,2.28179,2.15154,2.20592,1.72427,2.83339
0.000243744758,1.15005,1.16622,1.31447,1.16852,1.23176,0.746003,1.91494
0.0002470780913,0.122089,0.141046,0.284018,0.140239,0.207217,-0.243011,0.912797
0.0002504114247,-0.916062,-0.895489,-0.764125,-0.888099,-0.822723,-1.19939,-0.129238
0.000253744758,-1.91883,-1.89793,-1.78373,-1.87131,-1.81286,-2.08118,-1.16563
0.0002570780913,-2.84219,-2.82231,-2.72985,-2.76616,-2.71972,-2.84969,-2.15107
0.0002604114247,-3.6456,-3.62809,-3.56071,-3.53332,-3.5035,-3.47117,-3.0425
0.000263744758,-4.29376,-4.27989,-4.23963,-4.13902,-4.12974,-3.91832,-3.80096
0.0002670780913,-4.75816,-4.7491,-4.73655,-4.55655,-4.5709,-4.17143,-4.3933
0.0002704114247,-5.01833,-5.01507,-5.02936,-4.76744,-4.80752,-4.21928,-4.79363
0.000273744758,-5.06272,-5.06603,-5.10491,-4.76224,-4.82906,-4.05961,-4.98446
0.0002770780913,-4.88921,-4.89962,-4.95951,-4.54091,-4.63437,-3.6992,-4.95744
0.0002804114247,-4.50522,-4.52298,-4.59916,-4.11289,-4.23177,-3.15365,-4.71376
0.000283744758,-3.92736,-3.95244,-4.03926,-3.49666,-3.63865,-2.44663,-4.26406
0.0002870780913,-3.18072,-3.2128,-3.30391,-2.71894,-2.88076,-1.6089,-3.62801
0.0002904114247,-2.29778,-2.33627,-2.42492,-1.81354,-1.99108,-0.676978,-2.83339
0.000293744758,-1.31695,-1.36101,-1.44036,-0.819866,-1.00836,0.308507,-1.91494
0.0002970780913,-0.280963,-0.329545,-0.392936,0.218777,0.0245573,1.30456,-0.912797
0.0003004114247,0.765064,0.713177,0.671907,1.25712,1.06262,2.26772,0.129238
0.000303744758,1.77556,1.7217,1.70794,2.24991,2.06056,3.15596,1.16563
0.0003070780913,2.7065,2.65205,2.67018,3.15387,2.97485,3.93056,2.15107
0.0003104114247,3.51733,3.46367,3.51689,3.92964,3.76567,4.55776,3.0425
0.000313744758,4.17274,4.12121,4.21132,4.54348,4.39859,5.01028,3.80096
0.0003170780913,4.64423,4.59603,4.72343,4.96872,4.8461,5.26849,4.3933
0.0003204114247,4.91131,4.86747,5.03109,5.18698,5.08881,5.32124,4.79363
0.000323744758,4.96243,4.92376,5.12113,5.18889,5.11629,5.16637,4.98446
0.0003270780913,4.79548,4.76256,4.98986,4.97453,4.92748,4.81075,4.95744
0.0003304114247,4.41788,4.39099,4.64328,4.55341,4.53077,4.27003,4.71376
0.000333744758,3.84624,3.8254,4.09678,3.94403,3.94359,3.56791,4.26406
0.0003370780913,3.10566,3.0906,3.37447,3.17311,3.19168,2.73513,3.62801
0.0003404114247,2.22863,2.2188,2.50817,2.27443,2.308,1.80814,2.83339
0.000343744758,1.25358,1.24818,1.53594,1.28733,1.33122,0.827501,1.91494
0.0003470780913,0.223235,0.221263,0.500499,0.255035,0.304113,-0.163868,0.912797
0.0003504114247,-0.817272,-0.816993,-0.552701,-0.777264,-0.72835,-1.12259,-0.129238
0.000353744758,-1.82237,-1.82113,-1.57743,-1.76438,-1.72097,-2.00671,-1.16563
0.0003570780913,-2.74803,-2.74718,-2.52873,-2.66309,-2.63027,-2.77754,-2.15107
0.0003604114247,-3.55372,-3.55459,-3.36483,-3.43405,-3.41644,-3.40134,-3.0425
0.000363744758,-4.20413,-4.20801,-4.04904,-4.0435,-4.04504,-3.8508,-3.80096
0.0003670780913,-4.67076,-4.6788,-4.55128,-4.46472,-4.48851,-4.10621,-4.3933
0.0003704114247,-4.93312,-4.94633,-4.84946,-4.67925,-4.7274,-4.15636,-4.79363
0.000373744758,-4.97968,-4.99882,-4.9304,-4.67762,-4.75117,-3.99897,-4.98446
0.0003770780913,-4.80831,-4.83393,-4.79043,-4.45982,-4.55868,-3.64085,-4.95744
0.0003804114247,-4.42643,-4.45877,-4.43553,-4.03528,-4.15824,-3.09757,-4.71376
0.000383744758,-3.85066,-3.88969,-3.88109,-3.42247,-3.56723,-2.39282,-4.26406
0.0003870780913,-3.10608,-3.15149,-3.15122,-2.64811,-2.81143,-1.55737,-3.62801
0.0003904114247,-2.22517,-2.27637,-2.27771,-1.74601,-1.92379,-0.627703,-2.83339
0.000393744758,-1.24635,-1.30251,-1.29864,-0.755597,-0.943075,0.355525,-1.91494
0.0003970780913,-0.212334,-0.272403,-0.256689,0.279847,0.0878687,1.34933,-0.912797
0.0004004114247,0.831746,0.768977,0.802678,1.31505,1.124,2.31024,0.129238
0.000403744758,1.84032,1.77618,1.83324,2.30474,2.12003,3.19624,1.16563
0.0004070780913,2.76937,2.70523,2.79004,3.20567,3.03247,3.96861,2.15107
0.0004104114247,3.57833,3.51558,3.63131,3.97847,3.82146,4.59359,3.0425
0.000413744758,4.23192,4.17187,4.32035,4.58938,4.45258,5.04389,3.80096
0.0004170780913,4.7016,4.64545,4.82707,5.01176,4.89833,5.29989,4.3933
0.0004204114247,4.9669,4.91568,5.12939,5.2272,5.13932,5.35044,4.79363
0.000423744758,5.01627,4.97079,5.21412,5.22636,5.1651,5.19338,4.98446
0.0004270780913,4.84759,4.80842,5.07758,5.00929,4.97463,4.83559,4.95744
0.0004304114247,4.46829,4.43571,4.72577,4.58552,4.57629,4.2927,4.71376
0.000433744758,3.89498,3.86899,4.17408,3.97354,3.98751,3.58842,4.26406
0.0004370780913,3.15277,3.13308,3.44665,3.20008,3.23404,2.75349,3.62801
0.0004404114247,2.27412,2.26019,2.57526,2.29891,2.34882,1.82437,2.83339
0.000443744758,1.29749,1.28851,1.59801,1.30937,1.37053,0.84161,1.91494
0.0004470780913,0.265584,0.260538,0.557601,0.274715,0.341953,-0.151867,0.912797
0.0004504114247,-0.776455,-0.778747,-0.500503,-0.759944,-0.691957,-1.11269,-0.129238
0.000453744758,-1.78306,-1.78389,-1.53007,-1.74934,-1.68599,-1.99889,-1.16563
0.0004570780913,-2.7102,-2.71093,-2.48614,-2.65029,-2.59668,-2.77178,-2.15107
0.0004604114247,-3.51734,-3.51932,-3.32695,-3.42343,-3.38422,-3.39763,-3.0425
0.000463744758,-4.16917,-4.17369,-4.01578,-4.035,-4.01415,-3.84912,-3.80096
0.0004670780913,-4.63719,-4.64543,-4.52258,-4.45831,-4.45893,-4.10654,-4.3933
0.0004704114247,-4.90093,-4.91387,-4.82524,-4.67486,-4.6991,-4.15869,-4.79363
0.000473744758,-4.94883,-4.96727,-4.91059,-4.67521,-4.72412,-4.00328,-4.98446
0.0004770780913,-4.77878,-4.80326,-4.77494,-4.45934,-4.53286,-3.64712,-4.95744
0.0004804114247,-4.3982,-4.42898,-4.42427,-4.03669,-4.13362,-3.10578,-4.71376
0.000483744758,-3.82369,-3.86075,-3.87399,-3.42571,-3.54379,-2.40295,-4.26406
0.0004870780913,-3.08036,-3.12339,-3.14819,-2.65314,-2.78914,-1.56939,-3.62801
0.0004904114247,-2.20066,-2.24909,-2.27867,-1.75278,-1.90263,-0.641602,-2.83339
0.000493744758,-1.22303,-1.27603,-1.30349,-0.764057,-0.92302,0.339774,-1.91494
0.0004970780913,-0.190187,-0.246715,-0.265344,0.269742,0.106843,1.33175,-0.912797
0.0005004114247,0.852749,0.793891,0.79031,1.30334,1.14191,2.29085,0.129238
0.000503744758,1.86021,1.80033,1.81726,2.29149,2.13692,3.17508,1.16563
0.0005070780913,2.78816,2.72864,2.77052,3.19091,3.04834,3.94569,2.15107
0.0005104114247,3.59605,3.53826,3.60836,3.96224,3.83635,4.56894,3.0425
0.000513744758,4.24859,4.19384,4.29406,4.57174,4.4665,5.01755,3.80096
0.0005170780913,4.71724,4.66672,4.79754,4.99275,4.91131,5.27188,4.3933
0.0005204114247,4.98154,4.93626,5.09671,5.20687,5.15138,5.32079,4.79363
0.000523744758,5.02993,4.99069,5.17838,5.20474,5.17626,5.16211,4.98446
0.0005270780913,4.8603,4.82766,5.03889,4.98643,4.98492,4.80274,4.95744
0.0005304114247,4.48007,4.4543,4.68422,4.56146,4.58572,4.25829,4.71376
0.000533744758,3.90585,3.88695,4.12978,3.94833,3.9961,3.55249,4.26406
0.0005370780913,3.16274,3.15043,3.39968,3.17375,3.24181,2.71607,3.62801
0.0005404114247,2.28323,2.27693,2.52573,2.27151,2.35579,1.78548,2.83339
0.000543744758,1.30575,1.30465,1.54602,1.28094,1.37673,0.801291,1.91494
0.0005470780913,0.273021,0.276099,0.50324,0.245263,0.347385,-0.193584,0.912797
0.0005504114247,-0.769821,-0.763756,-0.557133,-0.790329,-0.687267,-1.15577,-0.129238
0.000553744758,-1.77721,-1.76946,-1.58888,-1.78064,-1.68202,-2.0433,-1.16563
0.0005570780913,-2.70511,-2.69704,-2.54702,-2.68247,-2.59342,-2.8175,-2.15107
0.0005604114247,-3.51299,-3.50597,-3.38981,-3.45645,-3.38164,-3.44461,-3.0425
0.000563744758,-4.16555,-4.16087,-4.08052,-4.06882,-4.01224,-3.89733,-3.80096
0.0005670780913,-4.63428,-4.63311,-4.58911,-4.4929,-4.45768,-4.15595,-4.3933
0.0005704114247,-4.8987,-4.90206,-4.89346,-4.71018,-4.69848,-4.20925,-4.79363
0.000573744758,-4.94726,-4.95595,-4.9804,-4.71123,-4.72413,-4.05497,-4.98446
0.0005770780913,-4.77786,-4.79241,-4.84626,-4.49602,-4.53347,-3.6999,-4.95744
0.0005804114247,-4.39791,-4.4186,-4.49701,-4.07399,-4.13481,-3.15962,-4.71376
0.000583744758,-3.82401,-3.85083,-3.94804,-3.4636,-3.54556,-2.45781,-4.26406
0.0005870780913,-3.08127,-3.11391,-3.22347,-2.69159,-2.79146,-1.62524,-3.62801
0.0005904114247,-2.20215,-2.24005,-2.35508,-1.79176,-1.90549,-0.698397,-2.83339
0.000593744758,-1.22508,-1.26742,-1.38095,-0.803533,-0.926402,0.282068,-1.91494
0.0005970780913,-0.192771,-0.238525,-0.343773,0.229803,0.102951,1.27317,-0.912797
0.0006004114247,0.849642,0.801672,0.711005,1.26297,1.13753,2.23144,0.129238
0.000603744758,1.85659,1.80771,1.73716,2.25072,2.13205,3.11486,1.16563
0.0006070780913,2.78405,2.73563,2.68973,3.14977,3.04301,3.88471,2.15107
0.0006104114247,3.59147,3.54488,3.52694,3.92076,3.83056,4.50724,3.0425
0.000613744758,4.24355,4.20007,4.2121,4.52994,4.46027,4.95516,3.80096
0.0006170780913,4.71176,4.67259,4.71512,4.95067,4.90465,5.20884,4.3933
0.0006204114247,4.97564,4.94178,5.01391,5.16453,5.14431,5.25714,4.79363
0.000623744758,5.02361,4.99587,5.09528,5.16218,5.16879,5.09789,4.98446
0.0006270780913,4.85359,4.8325,4.95556,4.94367,4.97706,4.73798,4.95744
0.0006304114247,4.47297,4.45881,4.60074,4.51852,4.57749,4.19304,4.71376
0.000633744758,3.89838,3.89114,4.04622,3.90524,3.98751,3.48677,4.26406
0.0006370780913,3.15492,3.1543,3.31611,3.13054,3.23287,2.64992,3.62801
0.0006404114247,2.27506,2.2805,2.44223,2.2282,2.34651,1.71895,2.83339
0.000643744758,1.29726,1.30792,1.46264,1.23755,1.36712,0.734415,1.91494
0.0006470780913,0.264213,0.279079,0.420064,0.201826,0.337462,-0.260772,0.912797
0.0006504114247,-0.778931,-0.761059,-0.640046,-0.833795,-0.697494,-1.22323,-0.129238
0.000653744758,-1.7866,-1.76704,-1.67146,-1.82412,-1.69255,-2.111,-1.16563
0.0006570780913,-2.71479,-2.69489,-2.62922,-2.72592,-2.60423,-2.8854,-2.15107
0.0006604114247,-3.52293,-3.50408,-3.47155,-3.49987,-3.39272,-3.51267,-3.0425
0.000663744758,-4.17574,-4.15923,-4.16176,-4.11219,-4.02358,-3.96552,-3.80096
0.0006670780913,-4.64471,-4.63172,-4.66979,-4.53618,-4.46927,-4.22423,-4.3933
0.0006704114247,-4.90936,-4.90091,-4.97352,-4.75337,-4.71032,-4.27759,-4.79363
0.000673744758,-4.95814,-4.95504,-5.05979,-4.7543,-4.73619,-4.12333,-4.98446
0.0006770780913,-4.78895,-4.79173,-4.92492,-4.53895,-4.54575,-3.76824,-4.95744
0.0006804114247,-4.40919,-4.41814,-4.57489,-4.11676,-4.14731,-3.22791,-4.71376
0.000683744758,-3.83548,-3.85059,-4.02511,-3.50621,-3.55826,-2.52601,-4.26406
0.0006870780913,-3.09291,-3.11388,-3.29967,-2.73401,-2.80436,-1.69331,-3.62801
0.0006904114247,-2.21395,-2.24022,-2.43037,-1.83397,-1.91858,-0.766318,-2.83339
0.000693744758,-1.23704,-1.26779,-1.45528,-0.845516,-0.939669,0.214336,-1.91494
0.0006970780913,-0.204875,-0.239089,-0.417104,0.18806,0.0895144,1.20566,-0.912797
0.0007004114247,0.837403,0.80092,0.638711,1.22149,1.12393,2.16418,0.129238
0.000703744758,1.84423,1.80678,1.66594,2.2095,2.1183,3.0479,1.16563
0.0007070780913,2.77157,2.73452,2.61961,3.10884,3.02911,3.81807,2.15107
0.0007104114247,3.57888,3.54359,3.45797,3.88012,3.81652,4.44095,3.0425
0.000713744758,4.23086,4.19863,4.1443,4.48962,4.44611,4.88926,3.80096
0.0007170780913,4.69898,4.67098,4.64854,4.91067,4.89037,5.14335,4.3933
0.0007204114247,4.96277,4.94001,4.94856,5.12487,5.12991,5.1921,4.79363
0.000723744758,5.01067,4.99395,5.0312,5.12286,5.15429,5.03333,4.98446
0.0007270780913,4.84058,4.83044,4.89277,4.90472,4.96245,4.67393,4.95744
0.0007304114247,4.4599,4.45661,4.53926,4.47994,4.56278,4.12952,4.71376
0.000733744758,3.88526,3.8888,3.98608,3.86704,3.97272,3.42382,4.26406
0.0007370780913,3.14175,3.15182,3.25733,3.09274,3.218,2.58757,3.62801
0.0007404114247,2.26186,2.27789,2.38482,2.1908,2.33157,1.65722,2.83339
0.000743744758,1.28402,1.30519,1.40663,1.20057,1.35211,0.673328,1.91494
0.0007470780913,0.250952,0.276231,0.365458,0.165261,0.322389,-0.321184,0.912797
0.0007504114247,-0.792211,-0.764023,-0.693227,-0.869929,-0.712622,-1.28294,-0.129238
0.000753744758,-1.7999,-1.77011,-1.72321,-1.85981,-1.70772,-2.16999,-1.16563
0.0007570780913,-2.72809,-2.69808,-2.67951,-2.76117,-2.61945,-2.94363,-2.15107
0.0007604114247,-3.53623,-3.50736,-3.52039,-3.53466,-3.40798,-3.57013,-3.0425
0.000763744758,-4.18904,-4.16262,-4.20913,-4.14652,-4.03888,-4.02217,-3.80096
0.0007670780913,-4.65799,-4.63521,-4.71568,-4.57004,-4.48459,-4.28006,-4.3933
0.0007704114247,-4.92262,-4.90449,-5.01793,-4.78675,-4.72566,-4.33258,-4.79363
0.000773744758,-4.97138,-4.9587,-5.10271,-4.7872,-4.75155,-4.17744,-4.98446
0.0007770780913,-4.80216,-4.79548,-4.96635,-4.57137,-4.56113,-3.82147,-4.95744
0.0007804114247,-4.42237,-4.42197,-4.61484,-4.14869,-4.16269,-3.28022,-4.71376
0.000783744758,-3.84862,-3.8545,-4.06356,-3.53764,-3.57365,-2.57739,-4.26406
0.0007870780913,-3.10602,-3.11787,-3.33663,-2.76493,-2.81974,-1.74375,-3.62801
0.0007904114247,-2.22701,-2.24428,-2.46584,-1.86439,-1.93395,-0.815782,-2.83339
0.000793744758,-1.25005,-1.27192,-1.48927,-0.875423,-0.955036,0.165861,-1.91494
0.0007970780913,-0.217831,-0.243285,-0.44961,0.158668,0.0741621,1.15819,-0.912797
0.0008004114247,0.824505,0.796661,0.607681,1.19261,1.10859,2.11774,0.129238
0.000803744758,1.83139,1.80246,1.63638,2.18115,2.10299,3.00249,1.16563
0.0008070780913,2.7588,2.73015,2.59152,3.081,3.01383,3.77372,2.15107
0.0008104114247,3.56618,3.53916,3.43133,3.85282,3.80127,4.39767,3.0425
0.000813744758,4.21823,4.19414,4.1191,4.46284,4.43089,4.84706,3.80096
0.0008170780913,4.68643,4.66645,4.62477,4.88442,4.87519,5.10225,4.3933
0.0008204114247,4.9503,4.93543,4.92621,5.09915,5.11477,5.15211,4.79363
0.000823744758,4.99828,4.98933,5.01026,5.09768,5.13919,4.99446,4.98446
0.0008270780913,4.82827,4.82577,4.87322,4.88007,4.94741,4.63619,4.95744
0.0008304114247,4.44768,4.4519,4.5211,4.45582,4.54779,4.09293,4.71376
0.000833744758,3.87313,3.88406,3.96928,3.84346,3.95778,3.38838,4.26406
0.0008370780913,3.12972,3.14705,3.24188,3.06968,3.20312,2.55329,3.62801
0.0008404114247,2.24992,2.27308,2.3707,2.16828,2.31674,1.62411,2.83339
0.000843744758,1.27218,1.30035,1.39382,1.17858,1.33735,0.641408,1.91494
0.0008470780913,0.239216,0.271364,0.353954,0.143807,0.307694,-0.351915,0.912797
0.0008504114247,-0.803844,-0.768916,-0.703454,-0.890851,-0.727249,-1.31248,-0.129238
0.000853744758,-1.81142,-1.77503,-1.73218,-1.8802,-1.72228,-2.19832,-1.16563
0.0008570780913,-2.73951,-2.70302,-2.68724,-2.78103,-2.63393,-2.97075,-2.15107
0.0008604114247,-3.54754,-3.51232,-3.5269,-3.554,-3.42238,-3.59604,-3.0425
0.000863744758,-4.20024,-4.16759,-4.21445,-4.16533,-4.0532,-4.04687,-3.80096
0.0008670780913,-4.66908,-4.6402,-4.71982,-4.58832,-4.49884,-4.30354,-4.3933
0.0008704114247,-4.9336,-4.9095,-5.02092,-4.80451,-4.73982,-4.35483,-4.79363
0.000873744758,-4.98225,-4.96372,-5.10458,-4.80444,-4.76563,-4.19847,-4.98446
0.0008770780913,-4.81291,-4.80051,-4.96711,-4.58809,-4.57512,-3.84127,-4.95744
0.0008804114247,-4.433,-4.42701,-4.61451,-4.1649,-4.17659,-3.29879,-4.71376
0.000883744758,-3.85914,-3.85955,-4.06218,-3.55333,-3.58746,-2.59474,-4.26406
0.0008870780913,-3.11641,-3.12293,-3.33421,-2.78012,-2.83346,-1.75986,-3.62801
0.0008904114247,-2.23728,-2.24934,-2.46242,-1.87907,-1.94758,-0.830665,-2.83339
0.000893744758,-1.26019,-1.27698,-1.48486,-0.889602,-0.968564,0.152206,-1.91494
0.0008970780913,-0.227857,-0.24835,-0.444247,0.144987,0.0607327,1.14576,-0.912797
0.0009004114247,0.814602,0.791596,0.613976,1.17943,1.09526,2.10653,0.129238
0.000903744758,1.82161,1.7974,1.64358,2.16845,2.08976,2.99251,1.16563
0.0009070780913,2.74914,2.72508,2.5996,3.0688,3.0007,3.76495,2.15107
0.0009104114247,3.55665,3.5341,3.44027,3.8411,3.78825,4.39011,3.0425
0.000913744758,4.20883,4.18909,4.12887,4.4516,4.41797,4.8407,3.80096
0.0009170780913,4.67715,4.6614,4.63533,4.87365,4.86238,5.09709,4.3933
0.0009204114247,4.94115,4.93039,4.93755,5.08885,5.10206,5.14814,4.79363
0.000923744758,4.98926,4.9843,5.02235,5.08784,5.1266,4.99168,4.98446
0.0009270780913,4.81937,4.82075,4.88603,4.87069,4.93492,4.63458,4.95744
0.0009304114247,4.43891,4.44689,4.53461,4.4469,4.53541,4.09249,4.71376
0.000933744758,3.86449,3.87906,3.98345,3.83498,3.94551,3.3891,4.26406
0.0009370780913,3.1212,3.14206,3.2567,3.06165,3.19096,2.55516,3.62801
0.0009404114247,2.24153,2.26811,2.38613,2.16068,2.3047,1.62712,2.83339
0.000943744758,1.26392,1.29539,1.40985,1.17142,1.32542,0.645549,1.91494
0.0009470780913,0.231079,0.26642,0.37054,0.137077,0.295883,-0.346654,0.912797
0.0009504114247,-0.811854,-0.773843,-0.686331,-0.897158,-0.738945,-1.30611,-0.129238
0.000953744758,-1.81931,-1.77994,-1.71454,-1.88609,-1.73386,-2.19085,-1.16563
