"TIME","WideBPF","Vin"
0,-0.00500652,0
1.111111111e-007,-0.00493078,0.0104717
1.338671534e-007,-0.00491597,0.0126163
1.79379238e-007,-0.00489174,0.0169056
2.704034071e-007,-0.00486715,0.0254842
4.468315651e-007,-0.00485862,0.0421118
6.710438147e-007,-0.00486194,0.0632427
9.066567275e-007,-0.00486281,0.0854432
1.198952658e-006,-0.004859,0.112985
1.630576002e-006,-0.0048463,0.153654
2.219468491e-006,-0.00481273,0.209101
3.018019517e-006,-0.00472626,0.284288
4.101416081e-006,-0.00450675,0.386164
5.57199063e-006,-0.00395612,0.524183
7.58118982e-006,-0.00257791,0.712081
9.890730508e-006,0.000150032,0.926789
1.261317265e-005,0.00532811,1.1776
1.589296434e-005,0.0149948,1.47557
1.991117211e-005,0.0328951,1.83284
2.491959106e-005,0.066013,2.2632
3.121923867e-005,0.126793,2.77544
3.924455697e-005,0.23747,3.37049
4.948301017e-005,0.433219,4.01625
6.059412128e-005,0.709208,4.54769
7.170523239e-005,1.03883,4.88038
8.28163435e-005,1.40357,4.99976
9.392745462e-005,1.78055,4.90064
0.0001050385657,2.14439,4.58733
0.0001161496768,2.4691,4.07353
0.0001272607879,2.72993,3.3817
0.0001383718991,2.90491,2.54208
0.0001494830102,2.97626,1.59135
0.0001605941213,2.93148,0.571075
0.0001717052324,2.76402,-0.47416
0.0001828163435,2.47371,-1.49867
0.0001939274546,2.06683,-2.45768
0.0002050385657,1.55578,-3.30928
0.0002161496768,0.958527,-4.01625
0.0002272607879,0.297745,-4.54769
0.0002383718991,-0.400284,-4.88038
0.0002494830102,-1.1069,-4.99976
0.0002605941213,-1.79243,-4.90064
0.0002717052324,-2.42758,-4.58733
0.0002828163435,-2.98481,-4.07353
0.0002939274546,-3.43962,-3.3817
0.0003050385657,-3.77173,-2.54208
0.0003161496768,-3.966,-1.59135
0.0003272607879,-4.01316,-0.571075
0.0003383718991,-3.91029,0.47416
0.0003494830102,-3.66097,1.49867
0.0003605941213,-3.27516,2.45768
0.0003717052324,-2.76878,3.30928
0.0003828163435,-2.16306,4.01625
0.0003939274546,-1.4836,4.54769
0.0004050385657,-0.75928,4.88038
0.0004161496768,-0.0209795,4.99976
0.0004272607879,0.699743,4.90064
0.0004383718991,1.37205,4.58733
0.0004494830102,1.96716,4.07353
0.0004605941213,2.45963,3.3817
0.0004717052324,2.82844,2.54208
0.0004828163435,3.05796,1.59135
