"TIME","WideBPF","Vin"
0,-0.00500652,0
1.172947724e-006,-0.00498873,0.0110546
2.0386603e-006,-0.00498319,0.0192135
3.01418894e-006,-0.00497145,0.0284075
4.120023559e-006,-0.00494679,0.0388295
5.790551664e-006,-0.00487769,0.0545736
7.87814229e-006,-0.00471926,0.0742447
1.085801306e-005,-0.00430762,0.102324
1.48509107e-005,-0.0033104,0.139948
1.899238142e-005,-0.00161134,0.178954
2.43574774e-005,0.00181032,0.229483
3.055489226e-005,0.00775291,0.287788
3.857371951e-005,0.0190209,0.363228
4.8499786e-005,0.0390424,0.456463
6.143622129e-005,0.0755883,0.577729
7.817863207e-005,0.13987,0.734152
9.783141023e-005,0.236917,0.916822
0.0001249427,0.399325,1.1667
0.0001659356008,0.675969,1.53853
0.0002292384903,1.09392,2.09391
0.0003047601088,1.49231,2.7169
0.0003851514974,1.75856,3.31939
0.0004826818735,1.87432,3.94701
0.0005937929846,1.77803,4.49892
0.0007049040957,1.48732,4.8542
0.0008160152069,1.04488,4.99734
0.0009150273112,0.555202,4.94084
0.001017327614,-0.0102559,4.70229
0.001116066533,-0.580728,4.30659
0.001227177644,-1.2117,3.68431
0.001338288755,-1.79345,2.90101
0.001449399866,-2.29208,1.99093
0.001560510977,-2.6793,0.993831
0.001671622088,-2.93357,-0.0467031
0.0017827332,-3.04091,-1.0852
0.001893844311,-2.99519,-2.07626
0.002004955422,-2.79811,-2.97658
0.002116066533,-2.45884,-3.74681
0.002227177644,-1.99338,-4.35329
0.002338288755,-1.42367,-4.76951
0.002449399866,-0.776446,-4.97727
0.002560510977,-0.0819682,-4.96751
0.002671622088,0.627435,-4.74064
0.0027827332,1.31884,-4.30659
0.002893844311,1.96024,-3.68431
0.003004955422,2.52195,-2.90101
0.003116066533,2.97797,-1.99093
0.003227177644,3.30709,-0.993831
0.003338288755,3.49385,0.0467031
0.003449399866,3.52919,1.0852
0.003560510977,3.41083,2.07626
0.003671622088,3.14338,2.97658
0.0037827332,2.73808,3.74681
0.003893844311,2.21233,4.35329
0.004004955422,1.5889,4.76951
0.004116066533,0.894894,4.97727
0.004227177644,0.160584,4.96751
0.004338288755,-0.581948,4.74064
0.004449399866,-1.30022,4.30659
0.004560510977,-1.96279,3.68431
0.004671622088,-2.54061,2.90101
0.0047827332,-3.00835,1.99093
0.004893844311,-3.34547,0.993831
0.005004955422,-3.53714,-0.0467031
0.005116066533,-3.5749,-1.0852
0.005227177644,-3.457,-2.07626
0.005338288755,-3.18852,-2.97658
0.005449399866,-2.78114,-3.74681
0.005560510977,-2.25258,-4.35329
0.005671622088,-1.6259,-4.76951
0.0057827332,-0.928457,-4.97727
0.005893844311,-0.190685,-4.96751
0.006004955422,0.555194,-4.74064
0.006116066533,1.2766,-4.30659
0.006227177644,1.94203,-3.68431
0.006338288755,2.52239,-2.90101
0.006449399866,2.99235,-1.99093
0.006560510977,3.33134,-0.993831
0.006671622088,3.52458,0.0467031
0.0067827332,3.56359,1.0852
0.006893844311,3.44669,2.07626
0.007004955422,3.17897,2.97658
0.007116066533,2.77213,3.74681
0.007227177644,2.24394,4.35329
0.007338288755,1.61749,4.76951
0.007449399866,0.920151,4.97727
0.007560510977,0.182396,4.96751
0.007671622088,-0.563536,4.74064
0.0077827332,-1.28505,4.30659
0.007893844311,-1.95061,3.68431
0.008004955422,-2.53113,2.90101
