"TIME","Vin","Notch","NarrowBPF"
0.004615708008,2.33351,-3.54614,1.19876
0.004646011039,3.20191,-3.70395,0.487524
0.004676314069,3.93038,-3.7022,-0.243351
0.004706617099,4.48708,-3.5407,-0.962197
0.00473692013,4.84766,-3.22619,-1.63791
0.00476722316,4.99638,-2.77206,-2.24132
0.00479752619,4.92674,-2.19779,-2.74641
0.00482782922,4.64177,-1.52811,-3.13149
0.004858132251,4.15393,-0.791908,-3.3801
0.004888435281,3.48455,-0.0210133,-3.48173
0.004918738311,2.66288,0.751202,-3.43224
0.004949041342,1.72482,1.49127,-3.23409
0.004979344372,0.711385,2.16707,-2.89616
0.005009647402,-0.333143,2.74924,-2.43339
0.005039950433,-1.36311,3.21246,-1.86613
0.005070253463,-2.33351,3.53653,-1.21922
0.005100556493,-3.20191,3.70729,-0.520931
0.005130859523,-3.93038,3.71721,0.198287
0.005161162554,-4.48708,3.56573,0.907118
0.005191465584,-4.84766,3.25932,1.57475
0.005221768614,-4.99638,2.81115,2.17221
0.005252071645,-4.92674,2.24057,2.67362
0.005282374675,-4.64177,1.57227,3.05733
0.005312677705,-4.15393,0.835173,3.30684
0.005342980736,-3.48455,0.061225,3.41153
0.005373283766,-2.66288,-0.716019,3.36708
0.005403586796,-1.72482,-1.46284,3.17569
0.005433889827,-0.711385,-2.14683,2.84596
0.005464192857,0.333143,-2.73829,2.39248
0.005494495887,1.36311,-3.21152,1.83524
0.005524798917,2.33351,-3.54597,1.1987
0.005555101948,3.20191,-3.72709,0.510774
0.005585404978,3.93038,-3.747,-0.198457
0.005615708008,4.48708,-3.6048,-0.898007
0.005646011039,4.84766,-3.30667,-1.55736
0.005676314069,4.99638,-2.86553,-2.14779
0.005706617099,4.92674,-2.30054,-2.64363
0.00573692013,4.64177,-1.63623,-3.02335
0.00576722316,4.15393,-0.901457,-3.27055
0.00579752619,3.48455,-0.128144,-3.37461
0.00582782922,2.66288,0.650115,-3.33119
0.005858132251,1.72482,1.39951,-3.14237
0.005888435281,0.711385,2.08747,-2.81662
0.005918738311,-0.333143,2.68412,-2.36834
0.005949041342,-1.36311,3.16354,-1.81729
0.005979344372,-2.33351,3.50492,-1.18769
0.006009647402,-3.20191,3.69345,-0.507174
0.006039950433,-3.93038,3.72096,0.194449
0.006070253463,-4.48708,3.58631,0.886461
0.006100556493,-4.84766,3.29539,1.53861
0.006130859523,-4.99638,2.86089,2.1224
0.006161162554,-4.92674,2.30177,2.61237
0.006191465584,-4.64177,1.64238,2.98718
0.006221768614,-4.15393,0.911436,3.23056
0.006252071645,-3.48455,0.140774,3.33197
0.006282374675,-2.66288,-0.636061,3.28713
0.006312677705,-1.72482,-1.38526,3.09813
0.006342980736,-0.711385,-2.07423,2.77338
0.006373283766,0.333143,-2.673,2.32723
0.006403586796,1.36311,-3.15554,1.7793
0.006433889827,2.33351,-3.50089,1.15368
0.006464192857,3.20191,-3.69408,0.47783
0.006494495887,3.93038,-3.72676,-0.218627
0.006524798917,4.48708,-3.59757,-0.905171
0.006555101948,4.84766,-3.31222,-1.55175
0.006585404978,4.99638,-2.8832,-2.13006
0.006615708008,4.92674,-2.32927,-2.61484
0.006646011039,4.64177,-1.67462,-2.98491
0.006676314069,4.15393,-0.947831,-3.22414
0.006706617099,3.48455,-0.180595,-3.32213
0.00673692013,2.66288,0.593625,-3.27468
0.00676722316,1.72482,1.34108,-3.08395
0.00679752619,0.711385,2.02921,-2.75836
0.00682782922,-0.333143,2.62804,-2.31227
0.006858132251,-1.36311,3.1115,-1.76527
0.006888435281,-2.33351,3.45858,-1.14138
0.006918738311,-3.20191,3.6542,-0.467959
0.006949041342,-3.93038,3.68991,0.225464
0.006979344372,-4.48708,3.56422,0.908503
0.007009647402,-4.84766,3.28271,1.55124
0.007039950433,-4.99638,2.85772,2.12553
0.007070253463,-4.92674,2.30786,2.60623
0.007100556493,-4.64177,1.65718,2.97234
0.007130859523,-4.15393,0.934121,3.20783
0.007161162554,-3.48455,0.170266,3.30244
0.007191465584,-2.66288,-0.601032,3.25207
0.007221768614,-1.72482,-1.34611,3.05896
0.007252071645,-0.711385,-2.03247,2.73161
0.007282374675,0.333143,-2.63017,2.2844
0.007312677705,1.36311,-3.11316,1.73693
0.007342980736,2.33351,-3.46043,1.11323
0.007373283766,3.20191,-3.65686,0.44062
0.007403586796,3.93038,-3.69394,-0.25142
0.007433889827,4.48708,-3.57014,-0.932574
0.007464192857,4.84766,-3.29093,-1.573
0.007494495887,4.99638,-2.86856,-2.14467
0.007524798917,4.92674,-2.32155,-2.62253
0.007555101948,4.64177,-1.67384,-2.98567
0.007585404978,4.15393,-0.953746,-3.21819
0.007615708008,3.48455,-0.192765,-3.30993
0.007646011039,2.66288,0.575852,-3.25688
0.007676314069,1.72482,1.31853,-3.06137
0.007706617099,0.711385,2.00283,-2.73197
0.00773692013,-0.333143,2.59889,-2.28311
0.00776722316,-1.36311,3.08069,-1.73446
0.00779752619,-2.33351,3.42724,-1.11004
0.00782782922,-3.20191,3.62343,-0.437196
0.007858132251,-3.93038,3.66076,0.254601
0.007888435281,-4.48708,3.53765,0.935064
0.007918738311,-4.84766,3.25953,1.5744
0.007949041342,-4.99638,2.83861,2.14461
0.007979344372,-4.92674,2.29334,2.62072
0.008009647402,-4.64177,1.64759,2.9819
0.008039950433,-4.15393,0.92961,3.21232
0.008070253463,-3.48455,0.170802,3.30188
0.008100556493,-2.66288,-0.595653,3.24667
0.008130859523,-1.72482,-1.33625,3.04908
0.008161162554,-0.711385,-2.01863,2.71776
0.008191465584,0.333143,-2.61298,2.2672
0.008221768614,1.36311,-3.09335,1.71711
0.008252071645,2.33351,-3.43877,1.09156
0.008282374675,3.20191,-3.63417,0.417926
0.008312677705,3.93038,-3.67105,-0.274316
0.008342980736,4.48708,-3.54784,-0.954869
0.008373283766,4.84766,-3.26998,-1.59395
0.008403586796,4.99638,-2.84963,-2.16358
0.008433889827,4.92674,-2.30523,-2.63884
0.008464192857,4.64177,-1.66059,-2.9989
0.008494495887,4.15393,-0.94392,-3.228
0.008524798917,3.48455,-0.186576,-3.3161
0.008555101948,2.66288,0.578322,-3.25933
0.008585404978,1.72482,1.31733,-3.06015
0.008615708008,0.711385,1.99814,-2.72726
0.008646011039,-0.333143,2.59099,-2.2752
0.008676314069,-1.36311,3.06999,-1.72374
0.008706617099,-2.33351,3.41419,-1.09698
0.00873692013,-3.20191,3.60859,-0.422347
0.00876722316,-3.93038,3.6447,0.270667
0.00879752619,-4.48708,3.52097,0.951745
0.00882782922,-4.84766,3.24283,1.59109
0.008858132251,-4.99638,2.82248,2.16074
0.008888435281,-4.92674,2.27831,2.63575
0.008918738311,-4.64177,1.63414,2.99534
0.008949041342,-4.15393,0.918147,3.22377
0.008979344372,-3.48455,0.161653,3.31102
0.009009647402,-2.66288,-0.602256,3.25326
0.009039950433,-1.72482,-1.34017,3.05299
0.009070253463,-0.711385,-2.01984,2.71895
0.009100556493,0.333143,-2.61152,2.26572
0.009130859523,1.36311,-3.08938,1.71312
0.009161162554,2.33351,-3.43251,1.08529
0.009191465584,3.20191,-3.62592,0.409675
0.009221768614,3.93038,-3.66118,-0.28419
0.009252071645,4.48708,-3.53675,-0.965964
0.009282374675,4.84766,-3.25809,-1.60584
0.009312677705,4.99638,-2.8374,-2.17582
0.009342980736,4.92674,-2.29307,-2.65099
0.009373283766,4.64177,-1.64893,-3.01055
0.009403586796,4.15393,-0.933155,-3.23876
0.009433889827,3.48455,-0.177039,-3.32563
0.009464192857,2.66288,0.586346,-3.26735
0.009494495887,1.72482,1.32362,-3.06643
0.009524798917,0.711385,2.00254,-2.73164
0.009555101948,-0.333143,2.59342,-2.27761
0.009585404978,-1.36311,3.07042,-1.72417
0.009615708008,-2.33351,3.41271,-1.09548
0.009646011039,-3.20191,3.6053,-0.419042
0.009676314069,-3.93038,3.63978,0.275596
