TIME,Vin,Vout
0.000000000000,0.000000000000,-0.005002170000
0.000000398757,0.012527000000,-0.005000120000
0.000001009382,0.031709800000,-0.004999630000
0.000002000740,0.062853500000,-0.004997110000
0.000002673131,0.083972400000,-0.004993290000
0.000003501978,0.110005000000,-0.004985210000
0.000004650191,0.146069000000,-0.004965830000
0.000006241931,0.196032000000,-0.004918140000
0.000008404331,0.263907000000,-0.004801890000
0.000011353364,0.356374000000,-0.004516640000
0.000015341970,0.481236000000,-0.003824060000
0.000020760757,0.650370000000,-0.002143140000
0.000028117931,0.878763000000,0.001904660000
0.000038155432,1.187240000000,0.011602800000
0.000049763746,1.538020000000,0.030149800000
0.000061095511,1.872580000000,0.057054600000
0.000075626632,2.287480000000,0.105962000000
0.000092124604,2.735250000000,0.182711000000
0.000111542258,3.224300000000,0.303098000000
0.000135368986,3.758210000000,0.494571000000
0.000168210786,4.354180000000,0.829314000000
0.000201544120,4.770050000000,1.235740000000
0.000234877453,4.977450000000,1.684800000000
0.000268210786,4.967300000000,2.147370000000
0.000301544120,4.740070000000,2.592390000000
0.000334877453,4.305670000000,2.989220000000
0.000368210786,3.683090000000,3.309730000000
0.000401544120,2.899540000000,3.529920000000
0.000434877453,1.989270000000,3.631330000000
0.000468210786,0.992060000000,3.601850000000
0.000501544120,-0.048509200000,3.436300000000
0.000534877453,-1.086960000000,3.136580000000
0.000568210786,-2.077900000000,2.711500000000
0.000601544120,-2.978030000000,2.176200000000
0.000634877453,-3.748010000000,1.551430000000
0.000668210786,-4.354180000000,0.862481000000
0.000701544120,-4.770050000000,0.137969000000
0.000734877453,-4.977450000000,-0.591526000000
0.000768210786,-4.967300000000,-1.294880000000
0.000801544120,-4.740070000000,-1.941860000000
0.000834877453,-4.305670000000,-2.504520000000
0.000868210786,-3.683090000000,-2.958450000000
0.000901544120,-2.899540000000,-3.283890000000
0.000934877453,-1.989270000000,-3.466650000000
0.000968210786,-0.992060000000,-3.498710000000
0.001001544119,0.048509200000,-3.378630000000
0.001034877453,1.086960000000,-3.111590000000
0.001068210786,2.077900000000,-2.709200000000
0.001101544119,2.978030000000,-2.188980000000
0.001134877453,3.748010000000,-1.573590000000
0.001168210786,4.354180000000,-0.889878000000
0.001201544119,4.770050000000,-0.167679000000
0.001234877453,4.977450000000,0.561487000000
0.001268210786,4.967300000000,1.265790000000
0.001301544119,4.740070000000,1.914470000000
0.001334877453,4.305670000000,2.479200000000
0.001368210786,3.683090000000,2.935330000000
