TIME,Vin,Bessel_2,butter_2,Cheby_2
0.000000000000,0.000000000000,-0.005002170000,-0.005002240000,-0.005001780000
0.000002619305,0.008228670000,-0.004999860000,-0.005000710000,-0.005000760000
0.000003327081,0.010452200000,-0.004998670000,-0.004999970000,-0.005000490000
0.000004510815,0.014170900000,-0.004996690000,-0.004998730000,-0.004999460000
0.000006012890,0.018889800000,-0.004991950000,-0.004995760000,-0.004998170000
0.000008040962,0.025261100000,-0.004981200000,-0.004989010000,-0.004994610000
0.000010879535,0.034178600000,-0.004955010000,-0.004972500000,-0.004985870000
0.000014702247,0.046187800000,-0.004892610000,-0.004932930000,-0.004964820000
0.000019939825,0.062639900000,-0.004740640000,-0.004835810000,-0.004912690000
0.000027012900,0.084857500000,-0.004376870000,-0.004600860000,-0.004785080000
0.000036662649,0.115169000000,-0.003503860000,-0.004028830000,-0.004469270000
0.000049805251,0.156435000000,-0.001436370000,-0.002647850000,-0.003689650000
0.000067857504,0.213116000000,0.003423020000,0.000681940000,-0.001751960000
0.000090218901,0.283252000000,0.013227500000,0.007610070000,0.002433290000
0.000112168409,0.352096000000,0.027345400000,0.017889900000,0.008878160000
0.000140703565,0.441458000000,0.052760900000,0.037037300000,0.021418100000
0.000174005594,0.545566000000,0.092557900000,0.068213100000,0.042921700000
0.000212218580,0.664730000000,0.151034000000,0.115961000000,0.077803400000
0.000260836711,0.815779000000,0.243035000000,0.194615000000,0.139287000000
0.000330112455,1.029660000000,0.401319000000,0.337412000000,0.261027000000
0.000423584020,1.315070000000,0.649554000000,0.574468000000,0.485195000000
0.000572892095,1.761180000000,1.086040000000,1.013770000000,0.952229000000
0.000742229847,2.248180000000,1.596160000000,1.543460000000,1.569230000000
0.000942229847,2.790190000000,2.181390000000,2.153510000000,2.302980000000
0.001142229847,3.288210000000,2.729480000000,2.717660000000,2.957260000000
0.001342229847,3.734370000000,3.231300000000,3.226280000000,3.495250000000
0.001542229847,4.121630000000,3.680670000000,3.677470000000,3.921410000000
0.001742229847,4.443900000000,4.071730000000,4.069480000000,4.260080000000
0.001942229847,4.696080000000,4.398710000000,4.398580000000,4.534810000000
0.002142229847,4.874200000000,4.656450000000,4.659760000000,4.757020000000
0.002342229847,4.975450000000,4.840750000000,4.848240000000,4.924700000000
0.002542229847,4.998240000000,4.948650000000,4.960390000000,5.027620000000
0.002742229847,4.942200000000,4.978410000000,4.994100000000,5.054360000000
0.002942229847,4.808220000000,4.929560000000,4.948800000000,4.997400000000
0.003142229847,4.598410000000,4.802890000000,4.825270000000,4.855040000000
0.003342229847,4.316080000000,4.600400000000,4.625520000000,4.630680000000
0.003542229847,3.965690000000,4.325270000000,4.352770000000,4.330720000000
0.003742229847,3.552750000000,3.981860000000,4.011300000000,3.962620000000
0.003942229847,3.083790000000,3.575570000000,3.606520000000,3.533700000000
0.004142229847,2.566190000000,3.112820000000,3.144780000000,3.050890000000
0.004342229847,2.008120000000,2.600890000000,2.633360000000,2.521120000000
0.004542229847,1.418380000000,2.047870000000,2.080340000000,1.951840000000
0.004742229847,0.806273000000,1.462470000000,1.494420000000,1.351350000000
0.004942229847,0.181450000000,0.853930000000,0.884862000000,0.728862000000
0.005142229847,-0.446234000000,0.231843000000,0.261267000000,0.094298300000
0.005342229847,-1.066880000000,-0.393978000000,-0.366526000000,-0.542071000000
0.005542229847,-1.670700000000,-1.013670000000,-0.988619000000,-1.169960000000
0.005742229847,-2.248180000000,-1.617450000000,-1.595200000000,-1.779310000000
0.005942229847,-2.790190000000,-2.195800000000,-2.176700000000,-2.360500000000
0.006142229847,-3.288210000000,-2.739600000000,-2.723950000000,-2.904430000000
0.006342229847,-3.734370000000,-3.240270000000,-3.228330000000,-3.402590000000
0.006542229847,-4.121630000000,-3.689920000000,-3.681870000000,-3.847210000000
0.006742229847,-4.443900000000,-4.081460000000,-4.077420000000,-4.231290000000
0.006942229847,-4.696080000000,-4.408710000000,-4.408750000000,-4.548760000000
0.007142229847,-4.874200000000,-4.666510000000,-4.670630000000,-4.794600000000
0.007342229847,-4.975450000000,-4.850800000000,-4.858930000000,-4.964910000000
0.007542229847,-4.998240000000,-4.958670000000,-4.970680000000,-5.056980000000
0.007742229847,-4.942200000000,-4.988410000000,-5.004110000000,-5.069360000000
0.007942229847,-4.808220000000,-4.939560000000,-4.958710000000,-5.001860000000
0.008142229847,-4.598410000000,-4.812890000000,-4.835190000000,-4.855550000000
0.008342229847,-4.316080000000,-4.610400000000,-4.635490000000,-4.632750000000
0.008542229847,-3.965690000000,-4.335280000000,-4.362770000000,-4.336980000000
0.008742229847,-3.552750000000,-3.991870000000,-4.021320000000,-3.972890000000
0.008942229847,-3.083790000000,-3.585580000000,-3.616530000000,-3.546220000000
0.009142229847,-2.566190000000,-3.122820000000,-3.154790000000,-3.063710000000
0.009342229847,-2.008120000000,-2.610890000000,-2.643370000000,-2.532960000000
0.009542229847,-1.418380000000,-2.057870000000,-2.090340000000,-1.962350000000
0.009742229847,-0.806273000000,-1.472470000000,-1.504430000000,-1.360860000000
0.009942229847,-0.181450000000,-0.863934000000,-0.894866000000,-0.737986000000
0.010000000000,0.000000000000,-0.684637000000,-0.715168000000,-0.554869000000
