TIME,Vin,Butter_3
0.000000000000,0.000000000000,-0.010003300000
0.000002000740,0.062853500000,-0.010003200000
0.000003501978,0.110005000000,-0.010003200000
0.000004650191,0.146069000000,-0.010002700000
0.000008404331,0.263907000000,-0.010001300000
0.000011353364,0.356374000000,-0.009997180000
0.000015341970,0.481236000000,-0.009983540000
0.000020760757,0.650370000000,-0.009938510000
0.000028117931,0.878763000000,-0.009790350000
0.000038155432,1.187240000000,-0.009302730000
0.000049763746,1.538020000000,-0.008063500000
0.000061095511,1.872580000000,-0.005812720000
0.000075626632,2.287480000000,-0.000708193000
0.000092124604,2.735250000000,0.009274800000
0.000111542258,3.224300000000,0.028705000000
0.000135368986,3.758210000000,0.067363000000
0.000168210786,4.354180000000,0.154690000000
0.000201544120,4.770050000000,0.290648000000
0.000234877453,4.977450000000,0.478794000000
0.000268210786,4.967300000000,0.719654000000
0.000301544120,4.740070000000,1.009110000000
0.000334877453,4.305670000000,1.338320000000
0.000368210786,3.683090000000,1.694130000000
0.000401544120,2.899540000000,2.059770000000
0.000434877453,1.989270000000,2.415910000000
0.000468210786,0.992060000000,2.741830000000
0.000501544120,-0.048509200000,3.016740000000
0.000534877453,-1.086960000000,3.221040000000
0.000568210786,-2.077900000000,3.337640000000
0.000601544120,-2.978030000000,3.352990000000
0.000634877453,-3.748010000000,3.258030000000
0.000668210786,-4.354180000000,3.048840000000
0.000701544120,-4.770050000000,2.727040000000
0.000734877453,-4.977450000000,2.299850000000
0.000768210786,-4.967300000000,1.779920000000
0.000801544120,-4.740070000000,1.184820000000
0.000834877453,-4.305670000000,0.536299000000
0.000868210786,-3.683090000000,-0.140671000000
0.000901544120,-2.899540000000,-0.819033000000
0.000934877453,-1.989270000000,-1.470890000000
0.000968210786,-0.992060000000,-2.068830000000
0.001001544119,0.048509200000,-2.587160000000
0.001034877453,1.086960000000,-3.003180000000
0.001068210786,2.077900000000,-3.298270000000
0.001101544119,2.978030000000,-3.458760000000
0.001134877453,3.748010000000,-3.476640000000
0.001168210786,4.354180000000,-3.350010000000
0.001201544119,4.770050000000,-3.083190000000
0.001234877453,4.977450000000,-2.686650000000
0.001268210786,4.967300000000,-2.176550000000
0.001301544119,4.740070000000,-1.574080000000
0.001334877453,4.305670000000,-0.904591000000
