TIME,Bessel_2,butter_2,Cheby_2,Vin
0.001421763092,-0.082808,-0.0533731,-0.0410819,4.89695
0.001425096425,-0.0808649,-0.0529235,-0.0408165,4.99991
0.001428429759,-0.0756079,-0.0503769,-0.0394549,4.88435
0.001431763092,-0.0672665,-0.0458438,-0.037035,4.55532
0.001435096425,-0.0562054,-0.0395215,-0.0336416,4.02721
0.001438429759,-0.0429078,-0.0316857,-0.0294017,3.32308
0.001441763092,-0.0279549,-0.0226782,-0.0244797,2.47372
0.001445096425,-0.0120001,-0.0128919,-0.0190701,1.51625
0.001448429759,0.00425939,-0.00275391,-0.0133886,0.492506
0.001451763092,0.0201129,0.00729329,-0.00766307,-0.55276
0.001455096425,0.0348677,0.0168112,-0.00212341,-1.57387
0.001458429759,0.047879,0.0253844,0.00300838,-2.52619
0.001461763092,0.0585781,0.0326388,0.00752798,-3.3681
0.001465096425,0.0664975,0.0382579,0.0112577,-4.06282
0.001468429759,0.0712911,0.0419966,0.014054,-4.57996
0.001471763092,0.0727495,0.0436919,0.0158144,-4.89695
0.001475096425,0.070809,0.0432704,0.0164809,-4.99991
0.001478429759,0.0655545,0.0407508,0.0160437,-4.88435
0.001481763092,0.0572155,0.0362438,0.0145408,-4.55532
0.001485096425,0.0461567,0.0299466,0.0120565,-4.02721
0.001488429759,0.0328613,0.0221351,0.008718,-3.32308
0.001491763092,0.0179106,0.0131509,0.00468952,-2.47372
0.001495096425,0.00195786,0.00338699,0.000165307,-1.51625
0.001498429759,-0.0142996,-0.00672941,-0.00463895,-0.492506
0.001501763092,-0.0301511,-0.0167559,-0.00949551,0.55276
0.001505096425,-0.044904,-0.0262539,-0.0141745,1.57387
0.001508429759,-0.0579134,-0.0348081,-0.0184541,2.52619
0.001511763092,-0.0686107,-0.0420442,-0.0221301,3.3681
0.001515096425,-0.0765284,-0.0476458,-0.0250247,4.06282
0.001518429759,-0.0813204,-0.0513678,-0.0269948,4.57996
0.001521763092,-0.0827772,-0.0530473,-0.0279377,4.89695
0.001525096425,-0.0808351,-0.0526105,-0.0277957,4.99991
0.001528429759,-0.075579,-0.0500765,-0.0265589,4.88435
0.001531763092,-0.0672387,-0.0455557,-0.0242655,4.55532
0.001535096425,-0.0561785,-0.0392456,-0.0209998,4.02721
0.001538429759,-0.0428818,-0.0314217,-0.0168891,3.32308
0.001541763092,-0.0279297,-0.0224257,-0.0120977,2.47372
0.001545096425,-0.0119758,-0.0126509,-0.00681987,1.51625
0.001548429759,0.0042828,-0.00252408,-0.00127143,0.492506
0.001551763092,0.0201355,0.00751216,0.00431985,-0.55276
0.001555096425,0.0348895,0.0170193,0.00972407,-1.57387
0.001558429759,0.0479,0.0255821,0.0147193,-2.52619
0.001561763092,0.0585983,0.0328262,0.0191013,-3.3681
0.001565096425,0.066517,0.0384352,0.0226923,-4.06282
0.001568429759,0.0713099,0.042164,0.025349,-4.57996
0.001571763092,0.0727676,0.0438497,0.0269688,-4.89695
0.001575096425,0.0708265,0.0434187,0.0274938,-4.99991
0.001578429759,0.0655712,0.0408899,0.0269143,-4.88435
0.001581763092,0.0572316,0.0363739,0.0252682,-4.55532
0.001585096425,0.0461722,0.030068,0.0226399,-4.02721
0.001588429759,0.0328762,0.0222478,0.0191567,-3.32308
0.001591763092,0.0179248,0.0132552,0.0149828,-2.47372
0.001595096425,0.00197156,0.00348313,0.0103126,-1.51625
0.001598429759,-0.0142864,-0.00664128,0.00536167,-0.492506
0.001601763092,-0.0301385,-0.0166756,0.000357893,0.55276
0.001605096425,-0.0448919,-0.0261812,-0.00446889,1.57387
0.001608429759,-0.0579018,-0.0347428,-0.00889674,2.52619
0.001611763092,-0.0685997,-0.0419862,-0.0127214,3.3681
0.001615096425,-0.0765178,-0.0475948,-0.0157652,4.06282
0.001618429759,-0.0813103,-0.0513237,-0.0178848,4.57996
0.001621763092,-0.0827675,-0.0530098,-0.0189775,4.89695
0.001625096425,-0.0808259,-0.0525796,-0.0189857,4.99991
0.001628429759,-0.0755703,-0.0500518,-0.0178993,4.88435
0.001631763092,-0.0672303,-0.0455372,-0.0157565,4.55532
0.001635096425,-0.0561705,-0.039233,-0.0126416,4.02721
0.001638429759,-0.0428742,-0.0314149,-0.00868192,3.32308
0.001641763092,-0.0279225,-0.0224247,-0.00404163,2.47372
0.001645096425,-0.011969,-0.0126553,0.00108498,1.51625
0.001648429759,0.0042893,-0.00253382,0.00648218,0.492506
0.001651763092,0.0201417,0.00749726,0.0119222,-0.55276
0.001655096425,0.0348953,0.0169994,0.0171752,-1.57387
0.001658429759,0.0479055,0.0255573,0.0220193,-2.52619
0.001661763092,0.0586035,0.0327967,0.0262501,-3.3681
0.001665096425,0.0665219,0.0384012,0.0296902,-4.06282
0.001668429759,0.0713145,0.0421256,0.0321961,-4.57996
0.001671763092,0.072772,0.0438071,0.0336652,-4.89695
0.001675096425,0.0708305,0.043372,0.0340398,-4.99991
0.001678429759,0.065575,0.0408392,0.0333101,-4.88435
0.001681763092,0.0572352,0.0363193,0.0315141,-4.55532
0.001685096425,0.0461755,0.0300097,0.0287363,-4.02721
0.001688429759,0.0328793,0.022186,0.0251039,-3.32308
0.001691763092,0.0179277,0.0131899,0.0207811,-2.47372
0.001695096425,0.00197419,0.00341455,0.0159624,-1.51625
0.001698429759,-0.014284,-0.00671304,0.0108634,-0.492506
0.001701763092,-0.0301363,-0.0167504,0.00571208,0.55276
0.001705096425,-0.0448899,-0.026259,0.000738208,1.57387
0.001708429759,-0.0579,-0.0348234,-0.00383623,2.52619
0.001711763092,-0.068598,-0.0420694,-0.00780694,3.3681
0.001715096425,-0.0765163,-0.0476807,-0.0109962,4.06282
0.001718429759,-0.0813089,-0.051412,-0.0132607,4.57996
0.001721763092,-0.0827663,-0.0531005,-0.0144977,4.89695
0.001725096425,-0.0808249,-0.0526725,-0.0146495,4.99991
0.001728429759,-0.0755694,-0.0501469,-0.0137061,4.88435
0.001731763092,-0.0672296,-0.0456344,-0.0117055,4.55532
0.001735096425,-0.0561699,-0.0393321,-0.00873217,4.02721
0.001738429759,-0.0428737,-0.0315159,-0.00491325,3.32308
0.001741763092,-0.0279222,-0.0225274,-0.00041299,2.47372
0.001745096425,-0.0119687,-0.0127596,0.00457438,1.51625
0.001748429759,0.00428941,-0.00263971,0.00983315,0.492506
0.001751763092,0.0201417,0.00738991,0.0151356,-0.55276
0.001755096425,0.0348952,0.0168907,0.0202518,-1.57387
0.001758429759,0.0479053,0.0254473,0.02496,-2.52619
0.001761763092,0.0586032,0.0326855,0.0290559,-3.3681
0.001765096425,0.0665215,0.0382888,0.0323619,-4.06282
0.001768429759,0.0713141,0.0420122,0.0347347,-4.57996
0.001771763092,0.0727714,0.0436927,0.0360716,-4.89695
0.001775096425,0.0708299,0.0432567,0.036315,-4.99991
0.001778429759,0.0655743,0.0407232,0.0354551,-4.88435
0.001781763092,0.0572344,0.0362025,0.0335299,-4.55532
0.001785096425,0.0461746,0.0298923,0.0306239,-4.02721
0.001788429759,0.0328784,0.0220679,0.0268643,-3.32308
0.001791763092,0.0179267,0.0130713,0.0224155,-2.47372
0.001795096425,0.00197319,0.00329552,0.0174718,-1.51625
0.001798429759,-0.014285,-0.00683246,0.012249,-0.492506
0.001801763092,-0.0301374,-0.0168701,0.00697482,0.55276
0.001805096425,-0.0448911,-0.026379,0.00187928,1.57387
0.001808429759,-0.0579012,-0.0349436,-0.00281568,2.52619
0.001811763092,-0.0685992,-0.0421898,-0.00690576,3.3681
0.001815096425,-0.0765176,-0.0478011,-0.0102132,4.06282
0.001818429759,-0.0813102,-0.0515325,-0.0125948,4.57996
0.001821763092,-0.0827677,-0.053221,-0.0139476,4.89695
0.001825096425,-0.0808262,-0.0527929,-0.014214,4.99991
0.001828429759,-0.0755708,-0.0502673,-0.013384,4.88435
0.001831763092,-0.067231,-0.0457545,-0.0114956,4.55532
0.001835096425,-0.0561713,-0.0394521,-0.00863325,4.02721
0.001838429759,-0.0428752,-0.0316356,-0.00492402,3.32308
0.001841763092,-0.0279237,-0.0226468,-0.000532195,2.47372
0.001845096425,-0.0119702,-0.0128787,0.004348,1.51625
0.001848429759,0.00428789,-0.00275837,0.00950089,0.492506
0.001851763092,0.0201401,0.00727167,0.0146987,-0.55276
0.001855096425,0.0348937,0.0167729,0.0197117,-1.57387
0.001858429759,0.0479037,0.02533,0.0243179,-2.52619
0.001861763092,0.0586017,0.0325688,0.0283131,-3.3681
0.001865096425,0.0665199,0.0381727,0.0315197,-4.06282
0.001868429759,0.0713125,0.0418966,0.0337945,-4.57996
0.001871763092,0.0727698,0.0435778,0.0350347,-4.89695
0.001875096425,0.0708283,0.0431425,0.0351828,-4.99991
0.001878429759,0.0655727,0.0406096,0.0342289,-4.88435
0.001881763092,0.0572328,0.0360897,0.032211,-4.55532
0.001885096425,0.046173,0.0297802,0.0292138,-4.02721
0.001888429759,0.0328768,0.0219566,0.0253643,-3.32308
0.001891763092,0.0179252,0.0129609,0.0208269,-2.47372
0.001895096425,0.0019716,0.00318586,0.015796,-1.51625
0.001898429759,-0.0142866,-0.00694126,0.0104874,-0.492506
0.001901763092,-0.030139,-0.0169781,0.00512884,0.55276
0.001905096425,-0.0448926,-0.026486,-4.97214E-05,1.57387
0.001908429759,-0.0579028,-0.0350497,-0.00482632,2.52619
0.001911763092,-0.0686008,-0.042295,-0.00899666,3.3681
0.001915096425,-0.0765191,-0.0479054,-0.012383,4.06282
0.001918429759,-0.0813118,-0.0516358,-0.014842,4.57996
0.001921763092,-0.0827692,-0.0533232,-0.0162708,4.89695
0.001925096425,-0.0808278,-0.0528942,-0.0166119,4.99991
0.001928429759,-0.0755723,-0.0503675,-0.0158552,4.88435
0.001931763092,-0.0672325,-0.0458537,-0.0140387,4.55532
0.001935096425,-0.0561728,-0.0395503,-0.0112468,4.02721
0.001938429759,-0.0428767,-0.0317327,-0.00760668,3.32308
0.001941763092,-0.0279251,-0.0227428,-0.00328254,2.47372
0.001945096425,-0.0119717,-0.0129736,0.00153138,1.51625
0.001948429759,0.00428645,-0.00285226,0.00661937,0.492506
0.001951763092,0.0201387,0.00717887,0.0117537,-0.55276
0.001955096425,0.0348923,0.0166812,0.0167045,-1.57387
0.001958429759,0.0479023,0.0252394,0.02125,-2.52619
0.001961763092,0.0586003,0.0324793,0.0251859,-3.3681
0.001965096425,0.0665186,0.0380843,0.0283346,-4.06282
0.001968429759,0.0713111,0.0418094,0.0305528,-4.57996
0.001971763092,0.0727685,0.0434917,0.0317379,-4.89695
0.001975096425,0.070827,0.0430575,0.0318322,-4.99991
0.001978429759,0.0655714,0.0405258,0.0308258,-4.88435
0.001981763092,0.0572315,0.0360071,0.0287569,-4.55532
0.001985096425,0.0461718,0.0296987,0.02571,-4.02721
0.001988429759,0.0328755,0.0218763,0.0218121,-3.32308
0.001991763092,0.0179239,0.0128816,0.0172278,-2.47372
0.001995096425,0.00197038,0.00310781,0.0121513,-1.51625
0.001998429759,-0.0142878,-0.00701817,0.00679839,-0.492506
0.002,-0.0219045,-0.0118189,0.00422757,4.65613E-14
