TIME,Vin,Vout
0.000000000000,0.000000000000,-0.005001780000
0.000000355141,0.011156800000,-0.004998930000
0.000001512924,0.047528700000,-0.004998240000
0.000002000740,0.062853500000,-0.004997480000
0.000002673131,0.083972400000,-0.004996440000
0.000003501978,0.110005000000,-0.004993780000
0.000004650191,0.146069000000,-0.004987430000
0.000006241931,0.196032000000,-0.004971760000
0.000008404331,0.263907000000,-0.004933360000
0.000011353364,0.356374000000,-0.004838320000
0.000015341970,0.481236000000,-0.004604610000
0.000020760757,0.650370000000,-0.004027380000
0.000028117931,0.878763000000,-0.002603770000
0.000038155432,1.187240000000,0.000919284000
0.000049763746,1.538020000000,0.007916120000
0.000061095511,1.872580000000,0.018448500000
0.000075626632,2.287480000000,0.038448400000
0.000092124604,2.735250000000,0.071495700000
0.000111542258,3.224300000000,0.126507000000
0.000135368986,3.758210000000,0.220529000000
0.000168210786,4.354180000000,0.401547000000
0.000201544120,4.770050000000,0.646644000000
0.000234877453,4.977450000000,0.949673000000
0.000268210786,4.967300000000,1.302030000000
0.000301544120,4.740070000000,1.690680000000
0.000334877453,4.305670000000,2.098750000000
0.000368210786,3.683090000000,2.506820000000
0.000401544120,2.899540000000,2.893320000000
0.000434877453,1.989270000000,3.236400000000
0.000468210786,0.992060000000,3.514820000000
0.000501544120,-0.048509200000,3.709210000000
0.000534877453,-1.086960000000,3.803180000000
0.000568210786,-2.077900000000,3.784240000000
0.000601544120,-2.978030000000,3.644620000000
0.000634877453,-3.748010000000,3.381780000000
0.000668210786,-4.354180000000,2.998750000000
0.000701544120,-4.770050000000,2.504100000000
0.000734877453,-4.977450000000,1.911760000000
0.000768210786,-4.967300000000,1.240490000000
0.000801544120,-4.740070000000,0.513160000000
0.000834877453,-4.305670000000,-0.244174000000
0.000868210786,-3.683090000000,-1.003380000000
0.000901544120,-2.899540000000,-1.735460000000
0.000934877453,-1.989270000000,-2.411780000000
0.000968210786,-0.992060000000,-3.005390000000
0.001001544119,0.048509200000,-3.492180000000
0.001034877453,1.086960000000,-3.852000000000
0.001068210786,2.077900000000,-4.069610000000
0.001101544119,2.978030000000,-4.135370000000
0.001134877453,3.748010000000,-4.045730000000
0.001168210786,4.354180000000,-3.803500000000
0.001201544119,4.770050000000,-3.417750000000
0.001234877453,4.977450000000,-2.903530000000
0.001268210786,4.967300000000,-2.281240000000
0.001301544119,4.740070000000,-1.575840000000
