TIME,Vin,Butter_3,Bessel_3,Cheby_3
0.000000000000,0.000000000000,-0.010003300000,-0.010003000000,-0.010005500000
0.000023404662,0.007352690000,-0.009991820000,-0.009976120000,-0.010001900000
0.000027944211,0.008778810000,-0.009988000000,-0.009969190000,-0.010001300000
0.000037023310,0.011631000000,-0.009980360000,-0.009949350000,-0.009998740000
0.000054866850,0.017236700000,-0.009947100000,-0.009872850000,-0.009988780000
0.000075386657,0.023683100000,-0.009864830000,-0.009689100000,-0.009963440000
0.000106838446,0.033563800000,-0.009581650000,-0.009089420000,-0.009871480000
0.000147524388,0.046345500000,-0.008767560000,-0.007489860000,-0.009586560000
0.000205884716,0.064676600000,-0.006269880000,-0.003062230000,-0.008615960000
0.000264386729,0.083052200000,-0.001724770000,0.004217160000,-0.006660030000
0.000345530106,0.108540000000,0.008605860000,0.018930600000,-0.001637890000
0.000435884939,0.136920000000,0.025750500000,0.040549100000,0.007852150000
0.000582847546,0.183055000000,0.064045400000,0.082833400000,0.032692000000
0.000788535591,0.247624000000,0.129756000000,0.147777000000,0.082752200000
0.001046985926,0.328683000000,0.217159000000,0.230574000000,0.157269000000
0.001351381255,0.424039000000,0.316488000000,0.326743000000,0.246275000000
0.001644014181,0.515564000000,0.407836000000,0.418300000000,0.329704000000
0.002018315542,0.632374000000,0.523182000000,0.535131000000,0.438827000000
0.002449070804,0.766365000000,0.656814000000,0.669382000000,0.571197000000
0.003004434002,0.938275000000,0.829577000000,0.841791000000,0.745385000000
0.003624948501,1.128990000000,1.021310000000,1.033170000000,0.937678000000
0.004639905605,1.437110000000,1.330920000000,1.342610000000,1.247730000000
0.005718827620,1.758210000000,1.654010000000,1.665500000000,1.572460000000
0.007718827620,2.330990000000,2.231590000000,2.242490000000,2.153940000000
0.009718827620,2.867010000000,2.773920000000,2.784030000000,2.701180000000
0.011718827620,3.357810000000,3.272470000000,3.281630000000,3.205890000000
0.013718827620,3.795660000000,3.719260000000,3.727320000000,3.659960000000
0.015718827620,4.173650000000,4.107240000000,4.114070000000,4.056160000000
0.017718827620,4.485820000000,4.430280000000,4.435780000000,4.388230000000
0.019718827620,4.727250000000,4.683300000000,4.687380000000,4.650930000000
0.021718827620,4.894120000000,4.862300000000,4.864900000000,4.840130000000
0.023718827620,4.983810000000,4.964470000000,4.965540000000,4.952840000000
0.025718827620,4.994900000000,4.988180000000,4.987710000000,4.987290000000
0.027718827620,4.927220000000,4.933070000000,4.931060000000,4.942920000000
0.029718827620,4.781840000000,4.800000000000,4.796490000000,4.820440000000
0.031718827620,4.561040000000,4.591080000000,4.586120000000,4.621780000000
0.033718827620,4.268310000000,4.309590000000,4.303270000000,4.350080000000
0.035718827620,3.908270000000,3.959990000000,3.952390000000,4.009620000000
0.037718827620,3.486590000000,3.547770000000,3.539020000000,3.605760000000
0.039718827620,3.009930000000,3.079440000000,3.069690000000,3.144880000000
0.041718827620,2.485800000000,2.562400000000,2.551780000000,2.634250000000
0.043718827620,1.922460000000,2.004780000000,1.993480000000,2.081910000000
0.045718827620,1.328810000000,1.415390000000,1.403570000000,1.496590000000
0.047718827620,0.714200000000,0.803522000000,0.791378000000,0.887503000000
0.049718827620,0.088328300000,0.178823000000,0.166544000000,0.264263000000
0.051718827620,-0.538937000000,-0.448854000000,-0.461073000000,-0.363302000000
0.053718827620,-1.157700000000,-1.069610000000,-1.081580000000,-0.985295000000
0.055718827620,-1.758210000000,-1.673660000000,-1.685180000000,-1.591910000000
0.057718827620,-2.330990000000,-2.251460000000,-2.262370000000,-2.173570000000
0.059718827620,-2.867010000000,-2.793920000000,-2.804030000000,-2.721120000000
0.061718827620,-3.357810000000,-3.292480000000,-3.301630000000,-3.225910000000
0.063718827620,-3.795660000000,-3.739270000000,-3.747330000000,-3.679980000000
0.065718827620,-4.173650000000,-4.127240000000,-4.134080000000,-4.076170000000
0.067718827620,-4.485820000000,-4.450290000000,-4.455790000000,-4.408240000000
0.069718827620,-4.727250000000,-4.703310000000,-4.707390000000,-4.670950000000
0.071718827620,-4.894120000000,-4.882310000000,-4.884900000000,-4.860140000000
0.073718827620,-4.983810000000,-4.984470000000,-4.985540000000,-4.972850000000
0.075718827620,-4.994900000000,-5.008190000000,-5.007710000000,-5.007300000000
0.077718827620,-4.927220000000,-4.953070000000,-4.951070000000,-4.962930000000
0.079718827620,-4.781840000000,-4.820010000000,-4.816500000000,-4.840450000000
0.081718827620,-4.561040000000,-4.611080000000,-4.606130000000,-4.641800000000
0.083718827620,-4.268310000000,-4.329600000000,-4.323270000000,-4.370090000000
0.085718827620,-3.908270000000,-3.979990000000,-3.972400000000,-4.029630000000
0.087718827620,-3.486590000000,-3.567780000000,-3.559030000000,-3.625770000000
0.089718827620,-3.009930000000,-3.099450000000,-3.089690000000,-3.164890000000
0.091718827620,-2.485800000000,-2.582400000000,-2.571790000000,-2.654260000000
0.093718827620,-1.922460000000,-2.024790000000,-2.013480000000,-2.101930000000
0.095718827620,-1.328810000000,-1.435400000000,-1.423580000000,-1.516600000000
0.097718827620,-0.714200000000,-0.823529000000,-0.811384000000,-0.907514000000
0.099718827620,-0.088328300000,-0.198830000000,-0.186550000000,-0.284274000000
0.100000000000,0.000000000000,-0.110274000000,-0.098017900000,-0.195775000000
